OBJECTID,NETWORK,TYPE,NAME, len , total traffic 2015 , total trucks 2015 , bus km 2015 , 5 year accidents , traffic lights , base case - current ,no trucks, dist_grow by trend , dist_grow by 20% , dist_decline by 20%  
1050,PBN,On Road,, 404.2 ," 36,929 "," 1,006 ", 750.1 ,4,3," 1,121.11 ", 884.89 ," 1,120.98 "," 1,136.62 "," 1,100.66 "
1051,PBN,On Road,, 632.0 ," 16,626 "," 1,096 "," 1,325.8 ",0,0," 1,602.02 "," 1,334.37 "," 1,600.44 "," 1,630.24 "," 1,564.86 "
1052,PBN,On Road,, 405.2 , 193 , 25 , -   ,1,0, 405.23 , 405.23 , 405.23 , 405.23 , 405.23 
1053,PBN,On Road,, 82.2 ," 2,501 ", 145 , 121.9 ,6,1, 257.00 , 220.64 , 256.60 , 260.63 , 252.22 
1054,PBN,On Road,, 340.7 ," 5,576 ", 328 , 378.7 ,5,2, 843.28 , 720.00 , 842.82 , 857.84 , 836.81 
1055,PBN,On Road,, 61.4 ," 1,184 ", 76 , 83.3 ,2,1, 176.94 , 153.42 , 176.90 , 179.89 , 173.22 
1056,PBN,On Road,, 110.0 ," 1,872 ", 120 , 131.9 ,0,0, 262.33 , 221.96 , 262.26 , 267.74 , 258.36 
1057,PBN,On Road,, 648.2 ," 10,999 ", 708 , 670.3 ,1,1," 1,545.42 "," 1,307.84 "," 1,542.55 "," 1,577.31 "," 1,521.69 "
1058,PBN,On Road,, 172.6 ," 2,752 ", 176 , 194.6 ,0,0, 407.76 , 345.89 , 407.66 , 416.37 , 403.73 
1059,PBN,On Road,," 2,774.2 "," 77,169 "," 2,440 "," 2,859.5 ",14,5," 6,742.70 "," 5,548.38 "," 6,736.32 "," 6,808.11 "," 6,695.71 "
1060,PBN,On Road,, 840.3 ," 4,383 ", 137 , 67.8 ,1,0," 1,087.89 ", 908.19 ," 1,086.63 "," 1,103.13 "," 1,068.24 "
1061,PBN,On Road,, 200.4 ," 7,855 ", 490 , 220.0 ,0,0, 531.76 , 436.60 , 530.91 , 539.98 , 520.94 
1062,PBN,On Road,, 169.5 , 904 , 117 , -   ,0,0, 206.24 , 169.51 , 205.83 , 209.30 , 202.29 
1063,PBN,On Road,," 1,444.0 "," 2,839 ", 168 , 17.6 ,28,0," 1,846.74 "," 1,720.38 "," 1,845.33 "," 1,877.12 "," 1,807.55 "
1064,PBN,On Road,, 514.3 , 904 , 117 , -   ,11,2, 655.87 , 618.33 , 654.74 , 666.86 , 641.69 
1065,PBN,On Road,, 196.2 , -   , -   , -   ,2,0, 201.65 , 201.65 , 201.65 , 201.65 , 201.65 
1066,PBN,On Road,, 529.3 ," 4,084 ", 162 ," 1,098.2 ",1,0," 1,198.64 "," 1,058.63 "," 1,197.83 "," 1,207.61 "," 1,187.06 "
1067,PBN,On Road,, 795.3 ," 25,809 "," 1,110 "," 1,641.4 ",5,2," 2,002.10 "," 1,643.83 "," 2,001.13 "," 2,038.32 "," 1,954.38 "
1068,PBN,On Road,, 456.8 ," 61,624 "," 4,147 ", 563.4 ,0,0," 1,405.45 "," 1,115.42 "," 1,406.14 "," 1,418.28 "," 1,388.56 "
1069,PBN,On Road,, 574.8 ," 19,543 ", 424 , 636.5 ,2,1," 1,412.04 "," 1,149.64 "," 1,410.62 "," 1,419.24 "," 1,402.74 "
1070,PBN,On Road,, 713.5 ," 2,052 ", -   , -   ,5,2, 811.10 , 713.53 , 813.40 , 825.30 , 792.78 
1071,PBN,On Road,," 1,060.4 "," 8,576 ", 186 , 19.5 ,1,1," 1,366.89 "," 1,079.95 "," 1,365.71 "," 1,384.73 "," 1,343.89 "
1072,PBN,On Road,, 372.1 ," 4,088 ", 110 , 57.8 ,2,2, 545.44 , 429.99 , 545.00 , 551.36 , 537.81 
1073,PBN,On Road,," 1,966.5 "," 8,810 ", 6 , -   ,6,0," 2,348.24 "," 1,966.48 "," 2,354.12 "," 2,384.78 "," 2,301.10 "
1074,PBN,On Road,," 1,456.5 "," 25,584 "," 1,326 "," 1,552.3 ",3,2," 3,453.37 "," 2,913.01 "," 3,451.79 "," 3,499.45 "," 3,426.12 "
1075,PBN,On Road,, 98.4 ," 2,282 ", 147 , 127.5 ,0,0, 244.82 , 204.78 , 244.76 , 249.36 , 238.86 
1076,PBN,On Road,, 87.4 ," 1,459 ", 93 , 109.3 ,0,0, 207.84 , 175.99 , 207.65 , 212.16 , 205.06 
1077,PBN,On Road,, 3.4 , 333 , 21 , 24.4 ,0,0, 9.98 , 7.98 , 9.97 , 10.09 , 9.84 
1078,PBN,On Road,, 112.3 ," 3,004 ", 178 , 160.3 ,0,0, 282.78 , 235.00 , 282.68 , 287.86 , 276.10 
1079,PBN,On Road,, 106.7 ," 2,118 ", 135 , 128.8 ,0,0, 259.81 , 218.53 , 259.59 , 264.90 , 253.11 
1080,PBN,On Road,, 122.9 ," 2,387 ", 152 , 143.9 ,0,0, 298.29 , 251.09 , 298.04 , 304.18 , 290.73 
1081,PBN,On Road,, 173.6 ," 9,408 ", 655 , 192.4 ,0,0, 483.04 , 393.33 , 481.87 , 489.46 , 474.59 
1082,PBN,On Road,, 228.8 ," 17,386 "," 1,114 ", 264.5 ,0,0, 658.35 , 530.09 , 656.92 , 666.17 , 648.05 
1083,PBN,On Road,, 40.8 , 906 , 36 , 62.4 ,0,0, 98.05 , 81.67 , 98.03 , 99.11 , 97.32 
1084,PBN,On Road,, 116.3 ," 1,995 ", 80 , 138.2 ,0,0, 275.49 , 232.69 , 275.45 , 277.19 , 273.30 
1085,PBN,On Road,, 17.3 ," 1,985 ", 80 , 47.6 ,0,0, 50.46 , 39.85 , 50.42 , 51.03 , 49.70 
1086,PBN,On Road,, 59.7 , 758 , 85 , 19.2 ,0,0, 102.73 , 83.10 , 102.77 , 105.60 , 98.95 
1087,PBN,On Road,, 36.5 ," 1,650 ", 94 , 84.8 ,0,0, 97.94 , 79.93 , 98.05 , 99.41 , 96.01 
1088,PBN,On Road,, 62.9 ," 1,482 ", 107 , -   ,0,0, 95.33 , 69.60 , 95.19 , 98.17 , 91.59 
1089,PBN,On Road,, 16.1 ," 4,345 ", 517 , 56.8 ,0,0, 55.18 , 43.49 , 55.10 , 55.45 , 54.81 
1090,PBN,On Road,, 9.6 ," 3,992 ", 512 , 31.9 ,0,0, 34.46 , 26.94 , 34.42 , 34.58 , 34.31 
1091,PBN,On Road,, 73.5 ," 2,334 ", 244 , 123.8 ,1,0, 204.68 , 171.76 , 204.15 , 207.58 , 200.85 
1092,PBN,On Road,, 119.5 ," 3,047 ", 269 , 159.0 ,2,2, 340.97 , 290.86 , 341.16 , 346.09 , 334.22 
1093,PBN,On Road,, 71.6 , -   , -   , 82.5 ,0,0, 143.19 , 143.19 , 143.19 , 143.19 , 143.19 
1094,PBN,On Road,, 13.1 , -   , -   , -   ,4,1, 30.15 , 30.15 , 30.15 , 30.15 , 30.15 
1095,PBN,On Road,, 118.4 , -   , -   , -   ,0,0, 118.42 , 118.42 , 118.42 , 118.42 , 118.42 
1096,PBN,On Road,, 73.3 , -   , -   , -   ,0,0, 73.30 , 73.30 , 73.30 , 73.30 , 73.30 
1097,PBN,On Road,, 59.7 , -   , -   , 81.1 ,0,0, 119.40 , 119.40 , 119.40 , 119.40 , 119.40 
1098,PBN,On Road,, 9.3 , -   , -   , -   ,0,0, 9.31 , 9.31 , 9.31 , 9.31 , 9.31 
1099,PBN,On Road,, 110.5 ," 11,385 ", 101 , 44.0 ,2,1, 233.04 , 166.75 , 232.84 , 236.14 , 231.73 
1100,PBN,On Road,, 201.4 ," 2,998 ", 138 , 42.6 ,0,1, 314.39 , 243.99 , 314.17 , 317.41 , 310.50 
1101,PBN,On Road,, 139.1 ," 1,943 ", 251 , -   ,0,0, 202.94 , 155.47 , 203.15 , 209.37 , 194.48 
1102,PBN,On Road,, 125.8 , 378 , 22 , 12.8 ,0,0, 156.43 , 138.53 , 156.51 , 158.92 , 153.22 
1103,PBN,On Road,, 7.3 , 896 , 63 , 20.0 ,0,0, 22.38 , 17.82 , 22.38 , 22.59 , 22.10 
1104,PBN,On Road,, 297.5 ," 6,135 ", 698 , 21.1 ,0,0, 486.00 , 369.45 , 484.98 , 498.87 , 469.08 
1105,PBN,On Road,, 99.7 ," 4,408 ", 552 , 121.8 ,1,1, 287.53 , 238.63 , 287.20 , 291.01 , 282.96 
1106,PBN,On Road,, 89.1 ," 22,246 "," 2,262 ", 35.2 ,0,0, 245.67 , 182.01 , 244.97 , 247.36 , 243.44 
1107,PBN,On Road,, 174.9 ," 9,637 ", 631 , 394.0 ,1,1, 485.53 , 394.75 , 485.06 , 492.05 , 476.95 
1108,PBN,On Road,, 54.4 ," 5,166 ", 418 , 82.8 ,0,1, 173.36 , 141.29 , 173.19 , 175.00 , 171.19 
1109,PBN,On Road,, 98.1 ," 8,324 ", 469 , 136.0 ,0,0, 283.27 , 226.88 , 282.78 , 286.60 , 278.87 
1110,PBN,On Road,, 27.3 ," 2,604 ", 166 , 49.4 ,0,0, 80.65 , 64.53 , 80.57 , 81.53 , 79.50 
1111,PBN,On Road,, 52.4 ," 4,192 ", 382 , 94.2 ,0,0, 155.50 , 125.76 , 155.30 , 157.14 , 153.35 
1112,PBN,On Road,, 127.0 ," 4,377 ", 556 , -   ,4,2, 264.98 , 206.78 , 264.27 , 269.71 , 258.75 
1113,PBN,On Road,, 52.1 ," 3,045 ", 195 , 72.9 ,1,1, 164.16 , 136.72 , 164.16 , 166.07 , 161.63 
1114,PBN,On Road,, 77.8 ," 1,838 ", 123 , 30.7 ,2,0, 166.48 , 134.64 , 166.00 , 170.03 , 161.81 
1115,PBN,On Road,, 249.2 ," 1,857 ", 132 , 19.1 ,0,0, 333.09 , 268.30 , 332.92 , 337.34 , 327.60 
1116,PBN,On Road,, 458.6 , -   , -   , -   ,0,0, 458.64 , 458.64 , 458.64 , 458.64 , 458.64 
1117,PBN,On Road,, 243.2 , -   , -   , -   ,0,0, 243.16 , 243.16 , 243.16 , 243.16 , 243.16 
1118,PBN,On Road,, 370.4 ," 2,248 ", 284 , -   ,0,0, 456.88 , 370.42 , 456.51 , 463.43 , 448.43 
1119,PBN,On Road,, 289.2 ," 1,800 ", 227 , -   ,1,0, 357.60 , 289.15 , 357.31 , 362.69 , 351.04 
1120,PBN,On Road,, 280.7 ," 3,646 ", 157 , 296.7 ,0,0, 654.48 , 561.32 , 654.15 , 658.80 , 648.90 
1121,PBN,On Road,, 64.0 , 904 , 41 , 84.9 ,0,0, 149.86 , 127.93 , 149.79 , 150.83 , 148.61 
1122,PBN,On Road,, 131.2 ," 1,796 ", 81 , 149.9 ,0,1, 306.91 , 262.46 , 306.76 , 308.91 , 304.33 
1123,PBN,On Road,, 247.6 ," 11,011 ", 906 , 276.4 ,1,1, 681.22 , 559.58 , 681.08 , 690.58 , 668.90 
1124,PBN,On Road,, 19.2 , 161 , -   , -   ,0,0, 24.47 , 19.19 , 24.46 , 24.79 , 24.06 
1125,PBN,On Road,, 278.0 ," 4,772 ", 62 , 17.6 ,2,1, 397.97 , 295.65 , 397.60 , 402.02 , 392.74 
1126,PBN,On Road,, 124.0 ," 3,018 ", 59 , 44.6 ,0,1, 219.76 , 168.54 , 219.58 , 221.44 , 217.60 
1127,PBN,On Road,, 68.7 ," 1,475 ", 95 , 98.2 ,0,0, 169.07 , 141.80 , 169.02 , 172.29 , 164.84 
1128,PBN,On Road,, 93.9 ," 1,297 ", 80 , 223.0 ,0,0, 219.61 , 187.70 , 219.71 , 221.53 , 217.77 
1129,PBN,On Road,, 23.9 , 483 , 30 , 83.1 ,0,0, 58.11 , 48.81 , 58.19 , 59.25 , 56.61 
1130,PBN,On Road,, 28.5 ," 3,631 ", 140 , 101.2 ,0,0, 84.03 , 66.13 , 83.96 , 84.96 , 82.80 
1131,PBN,On Road,, 74.8 ," 6,949 ", 268 , 193.6 ,0,0, 212.47 , 168.61 , 212.31 , 215.15 , 208.95 
1132,PBN,On Road,, 22.5 , 905 , 58 , 80.4 ,0,0, 60.09 , 49.32 , 60.07 , 61.00 , 58.89 
1133,PBN,On Road,, 47.4 ," 4,983 ", 192 , 138.9 ,0,0, 136.55 , 108.00 , 136.44 , 138.19 , 134.40 
1134,PBN,On Road,, 454.4 , -   , -   , -   ,0,0, 454.44 , 454.44 , 454.44 , 454.44 , 454.44 
1135,PBN,On Road,, 55.5 , 644 , 82 , -   ,0,0, 77.47 , 59.85 , 77.43 , 80.14 , 73.95 
1136,PBN,On Road,, 120.8 , -   , -   , -   ,0,0, 120.79 , 120.79 , 120.79 , 120.79 , 120.79 
1137,PBN,On Road,, 11.2 , -   , -   , -   ,0,0, 11.15 , 11.15 , 11.15 , 11.15 , 11.15 
1138,PBN,On Road,, 175.0 , -   , -   , -   ,0,0, 175.04 , 175.04 , 175.04 , 175.04 , 175.04 
1139,PBN,On Road,, 79.2 , -   , -   , -   ,0,0, 79.20 , 79.20 , 79.20 , 79.20 , 79.20 
1140,PBN,On Road,, 45.0 ," 3,065 ", 307 , 45.0 ,0,0, 131.85 , 107.26 , 131.72 , 133.29 , 129.94 
1141,PBN,On Road,, 3.2 , 199 , 13 , 43.3 ,1,1, 14.42 , 12.71 , 14.42 , 14.54 , 14.27 
1142,PBN,On Road,, 22.2 ," 2,237 ", 54 , 39.6 ,0,0, 61.46 , 48.23 , 61.41 , 62.31 , 60.34 
1143,PBN,On Road,, 3.2 ," 1,196 ", 29 , 21.1 ,0,0, 10.36 , 7.88 , 10.35 , 10.44 , 10.25 
1144,PBN,On Road,, 278.0 ," 3,526 ", 214 , 631.1 ,0,0, 647.42 , 556.00 , 647.18 , 651.73 , 641.87 
1145,PBN,On Road,, 135.0 , -   , -   , -   ,0,0, 135.03 , 135.03 , 135.03 , 135.03 , 135.03 
1146,PBN,On Road,, 106.1 ," 5,218 ", 136 , 138.5 ,0,0, 271.02 , 217.50 , 270.81 , 275.79 , 264.73 
1147,PBN,On Road,, 149.2 ," 1,501 ", 192 , -   ,0,0, 201.27 , 156.68 , 200.59 , 208.67 , 191.53 
1148,PBN,On Road,, 124.1 ," 3,202 ", 200 , 151.5 ,3,1, 334.48 , 282.27 , 334.18 , 340.09 , 327.09 
1149,PBN,On Road,, 18.1 ," 2,742 ", 120 , 37.7 ,0,0, 54.92 , 43.14 , 54.90 , 55.47 , 54.21 
1150,PBN,On Road,, 107.9 ," 1,594 ", 204 , -   ,1,0, 159.24 , 121.62 , 159.05 , 164.17 , 152.74 
1151,PBN,On Road,, 11.8 , 375 , 48 , -   ,0,0, 20.45 , 15.15 , 20.43 , 20.90 , 19.86 
1152,PBN,On Road,, 367.2 ," 20,931 ", 874 , 783.8 ,1,0, 990.24 , 798.07 , 989.53 ," 1,004.96 ", 970.84 
1153,PBN,On Road,, 10.6 ," 1,421 ", 55 , 60.3 ,0,0, 31.41 , 24.69 , 31.39 , 31.75 , 30.97 
1154,PBN,On Road,, 387.9 ," 5,148 ", 657 , -   ,0,0, 558.71 , 428.87 , 558.08 , 576.88 , 534.80 
1155,PBN,On Road,, 31.1 ," 1,208 ", 83 , 49.7 ,1,2, 105.19 , 90.45 , 104.98 , 106.45 , 103.53 
1156,PBN,On Road,, 234.1 ," 9,997 ", 821 , 256.3 ,2,1, 640.91 , 527.12 , 640.93 , 649.86 , 629.13 
1157,PBN,On Road,, 20.3 ," 1,100 ", 78 , -   ,0,0, 36.33 , 25.82 , 36.45 , 37.08 , 35.34 
1158,PBN,On Road,, 353.7 , -   , -   , -   ,0,0, 353.73 , 353.73 , 353.73 , 353.73 , 353.73 
1159,PBN,On Road,, 44.4 , -   , -   , -   ,0,0, 44.37 , 44.37 , 44.37 , 44.37 , 44.37 
1160,PBN,On Road,, 178.3 , -   , -   , -   ,0,0, 178.27 , 178.27 , 178.27 , 178.27 , 178.27 
1161,PBN,On Road,, 42.1 ," 1,591 ", 60 , 60.2 ,1,1, 123.23 , 103.45 , 123.19 , 125.12 , 120.74 
1162,PBN,On Road,, 45.2 , 104 , 5 , 33.6 ,1,0, 90.86 , 85.98 , 90.87 , 91.79 , 89.66 
1163,PBN,On Road,, 555.1 ," 6,167 ", 880 , -   ,0,0, 779.29 , 606.27 , 787.15 , 805.85 , 744.35 
1164,PBN,On Road,, 273.9 ," 3,078 ", 394 , -   ,1,0, 379.58 , 293.80 , 378.81 , 392.87 , 362.10 
1165,PBN,On Road,," 1,201.4 ", 84 , 6 , 18.9 ,2,1," 1,220.23 "," 1,220.23 "," 1,220.23 "," 1,220.23 "," 1,220.23 "
1166,PBN,On Road,, 341.9 , -   , -   , -   ,4,0, 350.30 , 350.30 , 350.30 , 350.30 , 350.30 
1167,PBN,On Road,, 593.3 ," 101,821 "," 4,562 ", 931.7 ,2,3," 1,824.27 "," 1,429.07 "," 1,822.08 "," 1,841.20 "," 1,801.96 "
1168,PBN,On Road,, 176.1 ," 59,736 "," 3,949 ", 263.0 ,0,0, 594.63 , 461.82 , 593.76 , 597.97 , 590.24 
1169,PBN,On Road,, 523.9 ," 17,144 "," 2,120 ", 571.0 ,13,2," 1,555.16 "," 1,318.59 "," 1,553.59 "," 1,575.08 "," 1,528.97 "
1170,PBN,On Road,," 1,597.1 "," 47,960 "," 5,891 ", 67.8 ,5,0," 2,785.87 "," 2,082.46 "," 2,779.01 "," 2,848.03 "," 2,704.10 "
1171,PBN,On Road,," 1,927.9 "," 34,311 "," 4,182 ", 63.9 ,76,6," 3,676.21 "," 2,957.70 "," 3,665.97 "," 3,761.48 "," 3,564.04 "
1172,PBN,On Road,," 1,782.0 "," 11,863 "," 1,511 ", -   ,1,0," 2,219.27 "," 1,781.97 "," 2,217.34 "," 2,256.19 "," 2,179.27 "
1173,PBN,On Road,, 242.6 ," 1,850 ", 237 , -   ,0,0, 306.37 , 242.57 , 306.08 , 318.02 , 301.05 
1174,PBN,On Road,, 39.3 , 101 , 3 , -   ,2,2, 74.06 , 69.26 , 73.98 , 74.85 , 73.03 
1175,PBN,On Road,," 4,442.6 "," 170,447 "," 9,546 ", -   ,8,8," 7,220.60 "," 5,123.10 "," 7,225.10 "," 7,407.19 "," 6,974.86 "
1176,PBN,On Road,, 814.2 , 888 , 87 , 79.0 ,1,2, 902.44 , 893.28 , 904.05 , 921.00 , 893.28 
1177,PBN,On Road,, 16.2 ," 1,112 ", 154 , 94.5 ,1,0, 55.87 , 47.00 , 55.84 , 56.35 , 55.23 
1178,PBN,On Road,, 105.0 ," 1,932 ", 244 , 127.1 ,0,0, 267.43 , 227.84 , 266.63 , 272.01 , 261.40 
1179,PBN,On Road,, 130.1 ," 18,865 "," 2,412 ", 207.6 ,0,0, 420.21 , 336.37 , 419.84 , 423.18 , 416.30 
1180,PBN,On Road,, 140.7 ," 13,909 "," 1,728 ", 186.7 ,4,1, 473.60 , 389.93 , 472.68 , 477.38 , 468.62 
1181,PBN,On Road,, 593.1 ," 13,694 "," 1,708 "," 1,228.3 ",20,3," 1,736.34 "," 1,495.31 "," 1,733.70 "," 1,760.92 "," 1,704.00 "
1182,PBN,On Road,, 258.7 ," 6,811 ", 813 , 584.9 ,3,0, 701.36 , 591.82 , 699.99 , 711.82 , 687.59 
1183,PBN,On Road,, 453.8 ," 7,234 ", 915 , 475.9 ,2,1," 1,134.29 ", 971.59 ," 1,130.86 "," 1,154.75 "," 1,107.37 "
1184,PBN,On Road,, 822.1 ," 27,222 "," 3,422 ", 862.0 ,25,3," 2,485.68 "," 2,113.21 "," 2,481.03 "," 2,516.73 "," 2,444.83 "
1185,PBN,On Road,, 213.8 ," 1,400 ", 144 , 45.9 ,3,0, 333.78 , 281.76 , 333.08 , 337.51 , 328.96 
1186,PBN,On Road,," 1,508.5 "," 7,348 ", 863 , 30.7 ,3,2," 1,848.48 "," 1,539.28 "," 1,847.70 "," 1,876.13 "," 1,812.81 "
1187,PBN,On Road,, 179.4 , 958 , 79 , -   ,0,1, 218.32 , 179.42 , 218.60 , 221.56 , 214.14 
1188,PBN,On Road,, 998.7 , 62 , 2 , -   ,0,0, 998.65 , 998.65 , 998.65 , 998.65 , 998.65 
1189,PBN,On Road,, 811.3 ," 22,335 ", 470 , 53.2 ,6,4," 1,212.67 ", 864.50 ," 1,210.98 "," 1,223.35 "," 1,198.90 "
1190,PBN,On Road,," 1,641.3 "," 11,074 "," 1,040 ", -   ,1,3," 2,046.97 "," 1,641.34 "," 2,059.13 "," 2,075.47 "," 2,010.22 "
1191,PBN,On Road,, 883.6 ," 98,288 "," 6,415 "," 1,838.5 ",3,3," 2,657.04 "," 2,118.09 "," 2,662.30 "," 2,683.76 "," 2,621.87 "
1192,PBN,On Road,," 1,268.6 "," 9,174 ", 636 , 20.9 ,2,1," 1,614.40 "," 1,289.50 "," 1,617.32 "," 1,636.16 "," 1,586.33 "
1193,PBN,On Road,," 1,077.7 "," 19,742 "," 1,411 ", 38.9 ,3,2," 1,580.44 "," 1,174.75 "," 1,587.53 "," 1,631.85 "," 1,512.75 "
1194,PBN,On Road,, 237.7 ," 1,253 ", 94 , 43.1 ,4,2, 355.21 , 304.06 , 354.84 , 359.52 , 349.67 
1195,PBN,On Road,," 1,857.0 "," 105,200 ", 953 , 43.2 ,82,11," 3,474.18 "," 2,503.68 "," 3,471.05 "," 3,494.63 "," 3,447.81 "
1196,PBN,On Road,, 484.6 ," 12,555 ", 797 , 539.0 ,4,1," 1,221.58 "," 1,017.42 "," 1,219.78 "," 1,243.42 "," 1,192.83 "
1197,PBN,On Road,," 1,591.8 "," 40,030 "," 3,880 ", 18.9 ,6,3," 2,559.21 "," 1,894.71 "," 2,566.23 "," 2,626.66 "," 2,470.46 "
1198,PBN,On Road,," 3,620.4 "," 49,220 "," 7,505 ", 45.3 ,3,5," 5,417.31 "," 4,194.22 "," 5,439.08 "," 5,581.50 "," 5,201.37 "
1199,PBN,On Road,," 1,590.8 "," 23,937 "," 2,173 ", 22.1 ,3,5," 2,270.53 "," 1,712.22 "," 2,292.95 "," 2,346.87 "," 2,170.05 "
1200,PBN,On Road,, 397.6 ," 1,291 ", 115 , 35.9 ,0,0, 494.06 , 433.45 , 493.45 , 501.83 , 484.03 
1201,PBN,On Road,," 1,096.1 "," 7,440 ", 115 , 35.4 ,6,1," 1,403.20 "," 1,131.47 "," 1,400.25 "," 1,422.21 "," 1,378.68 "
1202,PBN,On Road,," 2,675.1 "," 45,611 "," 2,889 "," 2,770.7 ",15,7," 6,373.71 "," 5,391.53 "," 6,367.82 "," 6,505.52 "," 6,282.11 "
1203,PBN,On Road,, 325.9 , -   , -   , -   ,2,0, 325.91 , 325.91 , 325.91 , 325.91 , 325.91 
1204,PBN,On Road,," 1,955.7 "," 6,976 ", 221 , 23.1 ,2,1," 2,300.82 "," 1,978.86 "," 2,309.32 "," 2,338.49 "," 2,252.22 "
1205,PBN,On Road,, 321.2 ," 8,763 ", 131 , -   ,3,2, 458.68 , 321.20 , 458.02 , 462.92 , 453.21 
1206,PBN,On Road,, 576.4 ," 4,793 ", 97 , -   ,3,2, 734.56 , 576.49 , 734.19 , 744.21 , 722.11 
1207,PBN,On Road,, 236.7 ," 2,637 ", 49 , 22.0 ,1,0, 332.51 , 258.65 , 332.34 , 336.27 , 327.67 
1208,PBN,On Road,," 4,109.1 "," 150,672 "," 7,295 ", -   ,14,10," 6,497.68 "," 4,581.63 "," 6,506.66 "," 6,676.36 "," 6,262.32 "
1209,PBN,On Road,," 2,648.5 "," 17,275 "," 1,247 ", -   ,1,3," 3,291.42 "," 2,648.47 "," 3,297.59 "," 3,337.66 "," 3,231.76 "
1210,PBN,On Road,, 470.1 , -   , -   , -   ,0,0, 470.07 , 470.07 , 470.07 , 470.07 , 470.07 
1211,PBN,On Road,, 279.3 , -   , -   , -   ,0,0, 279.25 , 279.25 , 279.25 , 279.25 , 279.25 
1212,PBN,On Road,, 547.1 , -   , -   , -   ,0,0, 547.10 , 547.10 , 547.10 , 547.10 , 547.10 
1213,PBN,On Road,, 377.0 ," 6,572 ", 420 , 399.1 ,0,0, 901.60 , 762.11 , 900.87 , 920.07 , 886.44 
1214,PBN,On Road,, 109.8 ," 7,628 ", 440 , 131.9 ,0,0, 310.53 , 250.23 , 310.18 , 314.47 , 305.35 
1215,PBN,On Road,, 232.0 ," 14,412 ", 972 , 254.1 ,1,1, 654.69 , 530.67 , 653.92 , 663.01 , 643.74 
1216,PBN,On Road,, 231.2 ," 11,526 ", 834 , 253.3 ,0,0, 638.78 , 521.79 , 638.01 , 647.46 , 627.35 
1217,PBN,On Road,," 3,597.3 "," 130,095 "," 8,326 "," 3,609.2 ",13,3," 9,470.00 "," 7,799.12 "," 9,479.62 "," 9,619.83 "," 9,272.71 "
1218,PBN,On Road,," 3,254.7 "," 124,247 "," 6,542 "," 6,659.5 ",7,0," 8,499.41 "," 6,964.80 "," 8,496.50 "," 8,637.70 "," 8,317.28 "
1219,PBN,On Road,," 1,004.1 "," 57,918 "," 2,715 "," 1,097.7 ",5,1," 2,735.39 "," 2,208.30 "," 2,734.41 "," 2,774.71 "," 2,683.58 "
1220,PBN,On Road,, 511.9 ," 21,804 "," 1,134 ", 581.2 ,0,0," 1,353.99 "," 1,105.38 "," 1,353.78 "," 1,375.22 "," 1,326.03 "
1221,PBN,On Road,," 3,318.7 "," 13,664 ", 932 , -   ,0,0," 3,926.76 "," 3,318.76 "," 3,930.74 "," 3,989.26 "," 3,846.13 "
1222,PBN,On Road,," 2,117.5 "," 17,534 "," 1,700 ", -   ,6,1," 2,696.94 "," 2,117.50 "," 2,696.86 "," 2,732.41 "," 2,651.19 "
1223,PBN,On Road,," 1,617.6 "," 18,127 "," 2,163 ", 61.6 ,4,2," 2,279.35 "," 1,773.33 "," 2,276.52 "," 2,358.64 "," 2,175.02 "
1224,PBN,On Road,, 149.9 ," 1,800 ", 233 , -   ,0,0, 211.77 , 163.43 , 211.32 , 218.95 , 202.33 
1225,PBN,On Road,, 445.1 ," 6,177 ", 762 , 19.8 ,5,1, 664.36 , 512.80 , 662.09 , 685.12 , 637.04 
1226,PBN,On Road,, 360.4 ," 4,164 ", 493 , 26.9 ,1,0, 524.24 , 410.04 , 522.08 , 541.83 , 501.11 
1227,PBN,On Road,, 386.0 ," 7,933 ", 920 , 44.7 ,1,0, 648.83 , 497.79 , 649.24 , 665.48 , 626.93 
1228,PBN,On Road,, 14.7 , 969 , 125 , -   ,0,0, 28.92 , 20.97 , 28.86 , 29.37 , 28.33 
1229,PBN,On Road,," 2,018.1 "," 14,337 "," 1,791 ", 53.8 ,4,1," 2,584.14 "," 2,071.91 "," 2,582.87 "," 2,643.39 "," 2,539.34 "
1230,PBN,On Road,, 627.1 ," 9,842 ", 437 , 649.0 ,0,2," 1,477.77 "," 1,254.25 "," 1,478.88 "," 1,487.08 "," 1,465.77 "
1231,PBN,On Road,, 77.3 , -   , -   , -   ,0,0, 77.28 , 77.28 , 77.28 , 77.28 , 77.28 
1232,PBN,On Road,, 176.7 ," 7,397 ", 31 , -   ,0,0, 262.15 , 176.72 , 261.90 , 264.25 , 259.43 
1233,PBN,On Road,," 1,208.7 "," 28,476 "," 1,825 "," 2,383.4 ",1,1," 3,011.71 "," 2,517.33 "," 3,017.40 "," 3,067.25 "," 2,938.59 "
1234,PBN,On Road,, 286.4 ," 9,957 ", 814 , 41.2 ,3,2, 519.05 , 387.48 , 519.37 , 530.60 , 503.85 
1235,PBN,On Road,, 191.1 , -   , -   , -   ,0,1, 191.15 , 191.15 , 191.15 , 191.15 , 191.15 
1236,PBN,On Road,, 131.4 , -   , -   , -   ,0,1, 131.42 , 131.42 , 131.42 , 131.42 , 131.42 
1237,PBN,On Road,, 456.4 ," 11,144 ", 701 , 528.0 ,3,0," 1,140.74 ", 951.96 ," 1,139.94 "," 1,161.61 "," 1,113.26 "
